gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
4826321212	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1632941242	Animalia	Chordata	Aves	Charadriiformes	Charadriidae	Pluvialis	Pluvialis apricaria		SPECIES	Pluvialis apricaria (Linnaeus, 1758)	Pluvialis apricaria		GB	Garrigill (Village)	England	PRESENT	3	e2e717bf-551a-4917-bdc9-4fa0f342c530	54.767746	-2.397462							2023-02-17	17	2	2023	2480332	2480332	HUMAN_OBSERVATION	CLO	EBIRD	OBS1632941242				CC_BY_4_0		obsr1058232			2025-02-05T03:04:23.344Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4825517989	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1734296603	Animalia	Chordata	Aves	Charadriiformes	Charadriidae	Pluvialis	Pluvialis apricaria		SPECIES	Pluvialis apricaria (Linnaeus, 1758)	Pluvialis apricaria		GB	Great Dun Fell	England	PRESENT	3	e2e717bf-551a-4917-bdc9-4fa0f342c530	54.684155	-2.450895							2023-05-19	19	5	2023	2480332	2480332	HUMAN_OBSERVATION	CLO	EBIRD	OBS1734296603				CC_BY_4_0		obsr1147252			2025-02-05T05:50:43.082Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4823050020	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1754950744	Animalia	Chordata	Aves	Charadriiformes	Charadriidae	Pluvialis	Pluvialis apricaria		SPECIES	Pluvialis apricaria (Linnaeus, 1758)	Pluvialis apricaria		GB	Cow Green Reservoir	England	PRESENT	2	e2e717bf-551a-4917-bdc9-4fa0f342c530	54.66715	-2.306142							2023-05-20	20	5	2023	2480332	2480332	HUMAN_OBSERVATION	CLO	EBIRD	OBS1754950744				CC_BY_4_0		obsr1194451			2025-02-05T05:52:24.985Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4819949370	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1848966830	Animalia	Chordata	Aves	Charadriiformes	Charadriidae	Pluvialis	Pluvialis apricaria		SPECIES	Pluvialis apricaria (Linnaeus, 1758)	Pluvialis apricaria		GB	Great Asby Scar NNR	England	PRESENT	80	e2e717bf-551a-4917-bdc9-4fa0f342c530	54.4824	-2.530302							2023-10-13	13	10	2023	2480332	2480332	HUMAN_OBSERVATION	CLO	EBIRD	OBS1848966830				CC_BY_4_0		obsr2088186			2025-02-05T05:59:42.055Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4818562289	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1869917505	Animalia	Chordata	Aves	Charadriiformes	Charadriidae	Pluvialis	Pluvialis apricaria		SPECIES	Pluvialis apricaria (Linnaeus, 1758)	Pluvialis apricaria		GB	Grindon Lough	England	PRESENT	10	e2e717bf-551a-4917-bdc9-4fa0f342c530	55.00164	-2.304613							2023-11-07	7	11	2023	2480332	2480332	HUMAN_OBSERVATION	CLO	EBIRD	OBS1869917505				CC_BY_4_0		obsr2744232			2025-02-05T06:01:18.450Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4816249938	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1731501734	Animalia	Chordata	Aves	Charadriiformes	Charadriidae	Pluvialis	Pluvialis apricaria		SPECIES	Pluvialis apricaria (Linnaeus, 1758)	Pluvialis apricaria		GB	Firestone Bridge,  Near Nenthead, England, GB (54.784, -2.289)	England	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	54.78429	-2.288728							2023-05-18	18	5	2023	2480332	2480332	HUMAN_OBSERVATION	CLO	EBIRD	OBS1731501734				CC_BY_4_0		obsr849149			2025-02-05T05:50:30.962Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4815642349	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1595984494	Animalia	Chordata	Aves	Charadriiformes	Charadriidae	Pluvialis	Pluvialis apricaria		SPECIES	Pluvialis apricaria (Linnaeus, 1758)	Pluvialis apricaria		GB	Roa Island Causeway	England	PRESENT		e2e717bf-551a-4917-bdc9-4fa0f342c530	54.08052	-3.173812							2023-01-02	2	1	2023	2480332	2480332	HUMAN_OBSERVATION	CLO	EBIRD	OBS1595984494				CC_BY_4_0		obsr940927			2025-02-05T05:39:39.633Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4815590285	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1686063403	Animalia	Chordata	Aves	Charadriiformes	Charadriidae	Pluvialis	Pluvialis apricaria		SPECIES	Pluvialis apricaria (Linnaeus, 1758)	Pluvialis apricaria		GB	Leighton Moss RSPB Reserve--Barrow Scout Fields	England	PRESENT		e2e717bf-551a-4917-bdc9-4fa0f342c530	54.15657	-2.801452							2023-04-15	15	4	2023	2480332	2480332	HUMAN_OBSERVATION	CLO	EBIRD	OBS1686063403				CC_BY_4_0		obsr3737687			2025-02-05T03:10:32.677Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4815386263	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1930986948	Animalia	Chordata	Aves	Charadriiformes	Charadriidae	Pluvialis	Pluvialis apricaria		SPECIES	Pluvialis apricaria (Linnaeus, 1758)	Pluvialis apricaria		GB	Caerlaverock NNR	Scotland	PRESENT		e2e717bf-551a-4917-bdc9-4fa0f342c530	54.974926	-3.493536							2017-12-27	27	12	2017	2480332	2480332	HUMAN_OBSERVATION	CLO	EBIRD	OBS1930986948				CC_BY_4_0		obsr1636031			2025-02-05T06:04:52.040Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4813392935	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1827174816	Animalia	Chordata	Aves	Charadriiformes	Charadriidae	Pluvialis	Pluvialis apricaria		SPECIES	Pluvialis apricaria (Linnaeus, 1758)	Pluvialis apricaria		GB	Port Carlisle	England	PRESENT		e2e717bf-551a-4917-bdc9-4fa0f342c530	54.94662	-3.182172							2023-09-14	14	9	2023	2480332	2480332	HUMAN_OBSERVATION	CLO	EBIRD	OBS1827174816				CC_BY_4_0		obsr3634555			2025-02-05T05:58:07.235Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4812732313	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1913305549	Animalia	Chordata	Aves	Charadriiformes	Charadriidae	Pluvialis	Pluvialis apricaria		SPECIES	Pluvialis apricaria (Linnaeus, 1758)	Pluvialis apricaria		GB	Channel of River Esk Estuary	England	PRESENT	13	e2e717bf-551a-4917-bdc9-4fa0f342c530	54.978203	-3.07084							2019-09-20	20	9	2019	2480332	2480332	HUMAN_OBSERVATION	CLO	EBIRD	OBS1913305549				CC_BY_4_0		obsr1441934			2025-02-05T03:34:41.485Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4811778832	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1754933690	Animalia	Chordata	Aves	Charadriiformes	Charadriidae	Pluvialis	Pluvialis apricaria		SPECIES	Pluvialis apricaria (Linnaeus, 1758)	Pluvialis apricaria		GB	Cow Green Reservoir	England	PRESENT	2	e2e717bf-551a-4917-bdc9-4fa0f342c530	54.66715	-2.306142							2023-05-20	20	5	2023	2480332	2480332	HUMAN_OBSERVATION	CLO	EBIRD	OBS1754933690				CC_BY_4_0		obsr2074264			2025-02-05T05:52:24.893Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4811514893	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1712142782	Animalia	Chordata	Aves	Charadriiformes	Charadriidae	Pluvialis	Pluvialis apricaria		SPECIES	Pluvialis apricaria (Linnaeus, 1758)	Pluvialis apricaria		GB	Great Dun Fell	England	PRESENT	2	e2e717bf-551a-4917-bdc9-4fa0f342c530	54.684155	-2.450895							2023-05-06	6	5	2023	2480332	2480332	HUMAN_OBSERVATION	CLO	EBIRD	OBS1712142782				CC_BY_4_0		obsr1147252			2025-02-05T03:13:19.481Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4806035514	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1814763963	Animalia	Chordata	Aves	Charadriiformes	Charadriidae	Pluvialis	Pluvialis apricaria		SPECIES	Pluvialis apricaria (Linnaeus, 1758)	Pluvialis apricaria		GB	Port Carlisle	England	PRESENT	18	e2e717bf-551a-4917-bdc9-4fa0f342c530	54.94662	-3.182172							2023-08-30	30	8	2023	2480332	2480332	HUMAN_OBSERVATION	CLO	EBIRD	OBS1814763963				CC_BY_4_0		obsr2903628			2025-02-05T05:57:15.381Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4805445185	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1855652877	Animalia	Chordata	Aves	Charadriiformes	Charadriidae	Pluvialis	Pluvialis apricaria		SPECIES	Pluvialis apricaria (Linnaeus, 1758)	Pluvialis apricaria		GB	Pennine Way Dufton to Garrigill	England	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	54.70261	-2.485421							1988-05-04	4	5	1988	2480332	2480332	HUMAN_OBSERVATION	CLO	EBIRD	OBS1855652877				CC_BY_4_0		obsr1396300			2025-02-05T06:00:14.334Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4802646351	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1848317010	Animalia	Chordata	Aves	Charadriiformes	Charadriidae	Pluvialis	Pluvialis apricaria		SPECIES	Pluvialis apricaria (Linnaeus, 1758)	Pluvialis apricaria		GB	Humphrey Head	England	PRESENT	25	e2e717bf-551a-4917-bdc9-4fa0f342c530	54.153225	-2.931714							2023-10-12	12	10	2023	2480332	2480332	HUMAN_OBSERVATION	CLO	EBIRD	OBS1848317010				CC_BY_4_0		obsr56560			2025-02-05T05:59:39.027Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4800799820	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1850439049	Animalia	Chordata	Aves	Charadriiformes	Charadriidae	Pluvialis	Pluvialis apricaria		SPECIES	Pluvialis apricaria (Linnaeus, 1758)	Pluvialis apricaria		GB	WWT Caerlaverock Wetlands Centre	Scotland	PRESENT	8	e2e717bf-551a-4917-bdc9-4fa0f342c530	54.976616	-3.478846							2023-10-14	14	10	2023	2480332	2480332	HUMAN_OBSERVATION	CLO	EBIRD	OBS1850439049				CC_BY_4_0		obsr56560			2025-02-05T05:59:49.603Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4799674279	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1860093164	Animalia	Chordata	Aves	Charadriiformes	Charadriidae	Pluvialis	Pluvialis apricaria		SPECIES	Pluvialis apricaria (Linnaeus, 1758)	Pluvialis apricaria		GB	Anthorn	England	PRESENT	8	e2e717bf-551a-4917-bdc9-4fa0f342c530	54.90997	-3.261905							2023-10-25	25	10	2023	2480332	2480332	HUMAN_OBSERVATION	CLO	EBIRD	OBS1860093164				CC_BY_4_0		obsr1207621			2025-02-05T06:00:34.847Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4799224664	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1872562625	Animalia	Chordata	Aves	Charadriiformes	Charadriidae	Pluvialis	Pluvialis apricaria		SPECIES	Pluvialis apricaria (Linnaeus, 1758)	Pluvialis apricaria		GB	Westfield Point	England	PRESENT	60	e2e717bf-551a-4917-bdc9-4fa0f342c530	54.08908	-3.182369							2023-11-11	11	11	2023	2480332	2480332	HUMAN_OBSERVATION	CLO	EBIRD	OBS1872562625				CC_BY_4_0		obsr1904908			2025-02-05T06:01:29.299Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4798722661	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1865490486	Animalia	Chordata	Aves	Charadriiformes	Charadriidae	Pluvialis	Pluvialis apricaria		SPECIES	Pluvialis apricaria (Linnaeus, 1758)	Pluvialis apricaria		GB	Caerlaverock NNR	Scotland	PRESENT	50	e2e717bf-551a-4917-bdc9-4fa0f342c530	54.974926	-3.493536							1980-03-01	1	3	1980	2480332	2480332	HUMAN_OBSERVATION	CLO	EBIRD	OBS1865490486				CC_BY_4_0		obsr1608729			2025-02-05T06:00:58.395Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4798661255	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1859432473	Animalia	Chordata	Aves	Charadriiformes	Charadriidae	Pluvialis	Pluvialis apricaria		SPECIES	Pluvialis apricaria (Linnaeus, 1758)	Pluvialis apricaria		GB	Roosecote Sands	England	PRESENT	600	e2e717bf-551a-4917-bdc9-4fa0f342c530	54.095123	-3.203509							2023-10-24	24	10	2023	2480332	2480332	HUMAN_OBSERVATION	CLO	EBIRD	OBS1859432473				CC_BY_4_0		obsr676750			2025-02-05T06:00:31.975Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4796918669	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1850422204	Animalia	Chordata	Aves	Charadriiformes	Charadriidae	Pluvialis	Pluvialis apricaria		SPECIES	Pluvialis apricaria (Linnaeus, 1758)	Pluvialis apricaria		GB	WWT Caerlaverock Wetlands Centre	Scotland	PRESENT	8	e2e717bf-551a-4917-bdc9-4fa0f342c530	54.976616	-3.478846							2023-10-14	14	10	2023	2480332	2480332	HUMAN_OBSERVATION	CLO	EBIRD	OBS1850422204				CC_BY_4_0		obsr2785923			2025-02-05T05:59:49.491Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4796388312	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1974006677	Animalia	Chordata	Aves	Charadriiformes	Charadriidae	Pluvialis	Pluvialis apricaria		SPECIES	Pluvialis apricaria (Linnaeus, 1758)	Pluvialis apricaria		GB	Foulney Island Nature Reserve	England	PRESENT	2	e2e717bf-551a-4917-bdc9-4fa0f342c530	54.06655	-3.154075							1985-03-24	24	3	1985	2480332	2480332	HUMAN_OBSERVATION	CLO	EBIRD	OBS1974006677				CC_BY_4_0		obsr1334452			2025-02-05T06:05:10.574Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4791225096	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1631471684	Animalia	Chordata	Aves	Charadriiformes	Charadriidae	Pluvialis	Pluvialis apricaria		SPECIES	Pluvialis apricaria (Linnaeus, 1758)	Pluvialis apricaria		GB	Campfield Marsh RSPB Reserve	England	PRESENT	250	e2e717bf-551a-4917-bdc9-4fa0f342c530	54.941532	-3.254485							2023-02-15	15	2	2023	2480332	2480332	HUMAN_OBSERVATION	CLO	EBIRD	OBS1631471684				CC_BY_4_0		obsr1154088			2025-02-05T05:42:31.500Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4790370078	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1642627437	Animalia	Chordata	Aves	Charadriiformes	Charadriidae	Pluvialis	Pluvialis apricaria		SPECIES	Pluvialis apricaria (Linnaeus, 1758)	Pluvialis apricaria		GB	WWT Caerlaverock Wetlands Centre	Scotland	PRESENT	46	e2e717bf-551a-4917-bdc9-4fa0f342c530	54.976616	-3.478846							2023-02-26	26	2	2023	2480332	2480332	HUMAN_OBSERVATION	CLO	EBIRD	OBS1642627437				CC_BY_4_0		obsr1505715			2025-02-05T03:05:36.333Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4789037897	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1815776522	Animalia	Chordata	Aves	Charadriiformes	Charadriidae	Pluvialis	Pluvialis apricaria		SPECIES	Pluvialis apricaria (Linnaeus, 1758)	Pluvialis apricaria		GB	Bowness-on-Solway	England	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	54.953865	-3.215175							1998-09-20	20	9	1998	2480332	2480332	HUMAN_OBSERVATION	CLO	EBIRD	OBS1815776522				CC_BY_4_0		obsr1331006			2025-02-05T05:57:19.510Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4785685387	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1824475167	Animalia	Chordata	Aves	Charadriiformes	Charadriidae	Pluvialis	Pluvialis apricaria		SPECIES	Pluvialis apricaria (Linnaeus, 1758)	Pluvialis apricaria		GB	Port Carlisle	England	PRESENT		e2e717bf-551a-4917-bdc9-4fa0f342c530	54.94662	-3.182172							2023-09-11	11	9	2023	2480332	2480332	HUMAN_OBSERVATION	CLO	EBIRD	OBS1824475167				CC_BY_4_0		obsr422887			2025-02-05T03:25:22.602Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4783192344	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1652097817	Animalia	Chordata	Aves	Charadriiformes	Charadriidae	Pluvialis	Pluvialis apricaria		SPECIES	Pluvialis apricaria (Linnaeus, 1758)	Pluvialis apricaria		GB	Haydon Bridge (Village)	England	PRESENT	38	e2e717bf-551a-4917-bdc9-4fa0f342c530	54.975	-2.248262							2023-03-10	10	3	2023	2480332	2480332	HUMAN_OBSERVATION	CLO	EBIRD	OBS1652097817				CC_BY_4_0		obsr648928			2025-02-05T05:44:17.481Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4782996082	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1845027137	Animalia	Chordata	Aves	Charadriiformes	Charadriidae	Pluvialis	Pluvialis apricaria		SPECIES	Pluvialis apricaria (Linnaeus, 1758)	Pluvialis apricaria		GB	Orton Moor	England	PRESENT	20	e2e717bf-551a-4917-bdc9-4fa0f342c530	54.490192	-2.567954							2023-10-08	8	10	2023	2480332	2480332	HUMAN_OBSERVATION	CLO	EBIRD	OBS1845027137				CC_BY_4_0		obsr3528227			2025-02-05T05:59:25.248Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4781273244	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1690469506	Animalia	Chordata	Aves	Charadriiformes	Charadriidae	Pluvialis	Pluvialis apricaria		SPECIES	Pluvialis apricaria (Linnaeus, 1758)	Pluvialis apricaria		GB	Cow Green Reservoir	England	PRESENT	2	e2e717bf-551a-4917-bdc9-4fa0f342c530	54.66715	-2.306142							2023-04-19	19	4	2023	2480332	2480332	HUMAN_OBSERVATION	CLO	EBIRD	OBS1690469506				CC_BY_4_0		obsr1054223			2025-02-05T05:47:23.427Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4781162313	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1804804019	Animalia	Chordata	Aves	Charadriiformes	Charadriidae	Pluvialis	Pluvialis apricaria		SPECIES	Pluvialis apricaria (Linnaeus, 1758)	Pluvialis apricaria		GB	Langdon Beck	England	PRESENT	5	e2e717bf-551a-4917-bdc9-4fa0f342c530	54.68941	-2.232242							1999-06-10	10	6	1999	2480332	2480332	HUMAN_OBSERVATION	CLO	EBIRD	OBS1804804019				CC_BY_4_0		obsr958678			2025-02-05T03:23:30.590Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4778937360	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1822442489	Animalia	Chordata	Aves	Charadriiformes	Charadriidae	Pluvialis	Pluvialis apricaria		SPECIES	Pluvialis apricaria (Linnaeus, 1758)	Pluvialis apricaria		GB	Burnhope Reservoir	England	PRESENT	37	e2e717bf-551a-4917-bdc9-4fa0f342c530	54.74416	-2.244676							2023-09-09	9	9	2023	2480332	2480332	HUMAN_OBSERVATION	CLO	EBIRD	OBS1822442489				CC_BY_4_0		obsr2521332			2025-02-05T05:57:47.397Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4778095249	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1841042201	Animalia	Chordata	Aves	Charadriiformes	Charadriidae	Pluvialis	Pluvialis apricaria		SPECIES	Pluvialis apricaria (Linnaeus, 1758)	Pluvialis apricaria		GB	Ambleside (Town)	England	PRESENT	6	e2e717bf-551a-4917-bdc9-4fa0f342c530	54.432865	-2.962863							2023-09-18	18	9	2023	2480332	2480332	HUMAN_OBSERVATION	CLO	EBIRD	OBS1841042201				CC_BY_4_0		obsr3085608			2025-02-05T05:59:07.927Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4774530968	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1932523924	Animalia	Chordata	Aves	Charadriiformes	Charadriidae	Pluvialis	Pluvialis apricaria		SPECIES	Pluvialis apricaria (Linnaeus, 1758)	Pluvialis apricaria		GB	Channel of the River Esk Estuary	Scotland	PRESENT	200	e2e717bf-551a-4917-bdc9-4fa0f342c530	54.98674	-3.064224							2018-01-07	7	1	2018	2480332	2480332	HUMAN_OBSERVATION	CLO	EBIRD	OBS1932523924				CC_BY_4_0		obsr1441934			2025-02-05T06:04:52.817Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4774255759	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1798291247	Animalia	Chordata	Aves	Charadriiformes	Charadriidae	Pluvialis	Pluvialis apricaria		SPECIES	Pluvialis apricaria (Linnaeus, 1758)	Pluvialis apricaria		GB	Anthorn	England	PRESENT	20	e2e717bf-551a-4917-bdc9-4fa0f342c530	54.90997	-3.261905							2023-08-06	6	8	2023	2480332	2480332	HUMAN_OBSERVATION	CLO	EBIRD	OBS1798291247				CC_BY_4_0		obsr1407097			2025-02-05T03:22:50.928Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4774077289	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1815388651	Animalia	Chordata	Aves	Charadriiformes	Charadriidae	Pluvialis	Pluvialis apricaria		SPECIES	Pluvialis apricaria (Linnaeus, 1758)	Pluvialis apricaria		GB	Port Carlisle	England	PRESENT	40	e2e717bf-551a-4917-bdc9-4fa0f342c530	54.94662	-3.182172							2023-08-31	31	8	2023	2480332	2480332	HUMAN_OBSERVATION	CLO	EBIRD	OBS1815388651				CC_BY_4_0		obsr2903628			2025-02-05T05:57:17.843Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4769697761	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1606871883	Animalia	Chordata	Aves	Charadriiformes	Charadriidae	Pluvialis	Pluvialis apricaria		SPECIES	Pluvialis apricaria (Linnaeus, 1758)	Pluvialis apricaria		GB	Sandgate, Flookburgh	England	PRESENT	9	e2e717bf-551a-4917-bdc9-4fa0f342c530	54.172497	-2.991541							2023-01-15	15	1	2023	2480332	2480332	HUMAN_OBSERVATION	CLO	EBIRD	OBS1606871883				CC_BY_4_0		obsr2087578			2025-02-05T05:40:34.308Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
